order_item_id,order_id,product_id,quantity,price
209,2245,443,1,73.23
210,578,496,1,86.12
211,1155,241,3,62.84
212,2212,144,4,33.98
213,21,151,2,60.47
214,1867,491,1,50.77
215,2244,471,3,69.81
216,739,42,3,45.83
217,1877,94,4,36.92
218,195,415,3,37.69
219,591,319,2,45.26
220,1753,318,5,54.25
221,2535,233,5,99.35
222,2150,237,4,36.41
223,1142,169,5,29.51
224,1852,389,3,96.82
225,966,143,1,15.98
226,2501,475,2,73.59
227,2381,355,2,44.52
228,14,354,3,96.44
229,1782,94,4,36.62
230,263,358,5,24.84
231,1544,459,2,54.01
232,112,57,2,84.83
233,2163,147,3,50.46
234,993,217,3,43.68
235,287,185,4,57.67
236,1647,70,2,71.62
237,984,445,1,96.78
238,1907,15,4,36.85
239,1034,266,1,87.31
240,951,53,4,8.34
241,2895,67,4,65.39
242,1227,124,2,10.02
243,1803,492,2,81.8
244,2665,367,4,11.4
245,1696,326,2,32.01
246,1871,447,3,44.75
247,257,410,1,17.36
248,314,108,5,71.36
249,2014,279,2,57.97
250,2000,277,1,91.09
251,1705,40,3,71.21
252,1224,178,5,86.87
253,1358,263,4,40.79
254,1449,222,3,72.32
255,1215,41,5,93.36
256,677,322,5,69.66
257,721,174,2,12.22
258,702,469,5,71.96
259,1562,222,5,8.94
260,1295,428,5,30.89
261,2414,473,5,54.97
262,1271,90,5,52.64
263,641,355,5,99.06
264,1840,453,1,36.19
265,183,125,1,68.64
266,2763,86,5,56.34
267,1886,47,2,24.91
268,653,470,1,24.76
269,1772,484,4,54.68
270,1201,65,4,93.3
271,1969,280,4,17.94
272,2219,360,3,22.68
273,590,271,4,75.18
274,120,370,2,19.21
275,2072,468,4,47.64
276,928,426,3,46.57
277,328,490,1,43.64
278,2728,275,2,83.27
279,1090,327,3,82.26
280,2608,361,3,50.63
281,1402,457,4,21.48
282,2664,67,4,52.47
283,2924,393,1,10.31
284,1355,110,3,55.42
285,2891,300,4,25.74
286,516,398,4,25.96
287,2606,343,2,21.17
288,1411,418,4,92.66
289,93,160,2,79.92
290,172,391,2,36.45
291,1384,149,4,54.51
292,2976,405,2,98.2
293,1843,457,4,66.68
294,1201,54,1,44.48
295,2286,276,1,39.17
296,2392,216,3,42.97
297,2642,236,2,55.13
298,1407,195,5,5.97
299,1141,264,3,75.88
300,1767,256,2,24.69
301,2916,92,5,85.57
302,2826,84,3,56.71
303,1353,181,5,49.2
304,2825,225,1,6.0
305,1734,457,2,27.72
306,2519,135,3,60.35
307,2429,347,3,96.09
308,1728,141,1,51.38
309,99,326,5,61.49
310,846,31,1,17.23
311,2943,25,2,86.65
312,1004,295,5,7.75
313,481,124,5,52.39
314,1540,74,5,26.27
315,1458,218,5,64.33
316,1313,457,5,78.63
317,311,20,5,69.0
318,480,188,2,24.64
319,1148,429,2,35.98
320,1878,11,2,65.41
321,1843,252,2,53.59
322,1888,37,3,92.97
323,1499,312,4,67.7
324,1508,237,5,68.44
325,1212,181,4,37.36
326,1406,314,5,40.23
327,1507,14,3,35.8
328,2657,123,4,17.73
329,2909,324,1,47.1
330,1231,264,3,88.16
331,1173,460,1,58.12
332,2557,177,2,70.52
333,537,379,3,18.62
334,253,483,4,89.95
335,2170,331,5,20.58
336,305,202,3,14.15
337,275,313,2,13.79
338,1533,252,3,72.5
339,1310,77,1,81.36
340,166,405,2,49.99
341,1580,392,5,88.76
342,1898,104,1,53.72
343,2241,73,3,95.35
344,773,422,3,69.9
345,992,89,1,79.65
346,1166,450,3,5.91
347,2877,89,5,24.03
348,1788,120,3,66.18
349,91,295,3,13.57
350,2935,46,5,90.61
351,1482,368,2,38.59
352,2342,163,5,58.98
353,2898,14,3,92.88
354,1960,312,3,13.41
355,2685,122,2,35.87
356,1666,5,1,57.6
357,2435,45,1,24.37
358,1240,380,2,29.89
359,2058,364,3,49.93
360,828,110,5,77.88
361,2554,222,2,89.79
362,1752,280,4,13.28
363,2022,123,3,82.84
364,476,394,1,19.32
365,678,318,1,88.87
366,2899,105,5,12.94
367,917,21,1,32.55
368,1251,287,1,20.46
369,2154,487,5,9.82
370,2233,331,5,72.58
371,2370,195,4,33.69
372,1477,81,2,16.12
373,2345,56,5,87.54
374,148,263,2,11.66
375,889,99,3,42.29
376,2301,373,2,13.94
377,621,120,4,88.7
378,2565,205,4,10.11
379,1231,499,1,91.57
380,349,6,2,70.62
381,2307,48,5,15.94
382,2074,407,4,32.6
383,1316,417,1,15.64
384,2959,106,2,7.18
385,1020,140,3,61.28
386,1761,15,4,12.28
387,2127,244,4,37.77
388,2931,254,4,37.94
389,2881,79,3,72.21
390,2675,236,2,26.48
391,1546,388,2,16.18
392,107,428,2,67.9
393,2632,258,1,13.82
394,2752,382,1,34.97
395,2827,387,4,97.77
396,127,489,2,77.17
397,2349,314,4,86.67
398,843,31,4,42.9
399,1891,12,1,37.81
400,2489,144,4,91.83
401,1626,204,5,28.33
402,2932,71,2,25.73
403,1890,31,1,51.85
404,2791,163,5,82.79
405,109,297,4,87.33
406,270,141,1,58.15
407,811,128,2,25.54
408,883,433,1,80.91
409,1664,173,5,78.94
410,1201,147,5,70.88
411,2262,99,5,88.15
412,701,125,4,36.83
413,3000,3,5,51.82
414,583,269,3,91.77
415,2837,73,3,57.29
416,1384,381,3,38.83
417,462,109,5,78.08
418,2360,489,4,79.26
419,880,471,3,54.34
420,677,399,2,45.69
421,2223,288,2,57.04
422,2004,101,4,88.41
423,2601,99,2,95.52
424,2179,9,1,29.52
425,965,211,3,46.7
426,2126,160,4,45.0
427,1121,265,4,75.12
428,2916,137,1,42.33
429,2012,393,1,17.38
430,1640,117,1,48.45
431,1414,456,2,59.63
432,1970,205,1,16.57
433,1468,263,3,5.46
434,424,57,3,29.04
435,326,190,4,21.93
436,462,362,3,72.58
437,2880,195,1,11.91
438,2208,196,1,14.69
439,1584,470,1,86.68
440,1537,39,1,54.06
441,682,205,1,79.36
442,1400,174,3,41.01
443,1437,466,3,21.67
444,1632,257,2,41.08
445,1047,474,2,52.48
446,367,137,1,23.85
447,2772,140,3,31.68
448,1385,434,5,38.65
449,1681,404,4,7.72
450,946,4,1,13.81
451,1695,330,2,19.46
452,614,490,2,97.02
453,1542,410,5,49.8
454,1094,352,2,70.59
455,2670,439,4,75.66
456,851,200,5,27.02
457,1506,337,1,94.52
458,1331,429,4,7.04
459,2399,100,3,7.79
460,2934,310,5,13.08
461,2798,471,3,8.15
462,465,36,2,44.13
463,2840,405,3,86.33
464,79,124,3,82.54
465,2574,129,5,30.84
466,1941,417,4,8.22
467,2831,216,2,81.99
468,2337,170,5,36.86
469,2908,64,3,82.07
470,2433,489,3,29.23
471,2512,384,4,45.64
472,1349,151,2,84.35
473,2854,244,3,85.25
474,535,244,3,21.01
475,32,496,1,15.66
476,2943,443,1,66.59
477,1831,105,3,34.07
478,2376,340,3,71.23
479,1307,300,2,27.25
480,2762,61,4,72.6
481,2257,117,2,45.14
482,3000,264,5,51.21
483,374,352,1,10.04
484,1823,7,4,57.84
485,424,65,5,31.97
486,2688,173,4,43.48
487,307,378,2,8.89
488,1109,448,5,33.66
489,1155,47,3,21.5
490,2891,457,2,34.77
491,1437,397,2,79.78
492,2220,104,2,50.92
493,2763,274,4,72.73
494,1661,338,4,59.51
495,2273,64,2,9.59
496,568,213,3,40.94
497,2611,234,4,14.11
498,340,175,5,58.23
499,2986,374,1,84.4
500,1920,492,1,69.14
501,2138,405,5,31.37
502,2956,480,1,51.33
503,2363,62,1,98.94
504,489,39,3,93.64
505,1056,131,4,72.69
506,335,496,1,99.94
507,2068,124,1,77.03
508,1874,186,3,21.38
509,1237,448,4,25.22
510,2997,417,5,92.14
511,2669,392,3,97.16
512,757,124,4,100.0
513,2741,248,3,58.16
514,2982,254,4,5.45
515,1921,287,5,89.3
516,2591,76,3,28.01
517,1370,477,1,19.9
518,2662,373,5,83.69
519,2256,497,2,76.72
520,1664,248,5,97.3
521,248,315,4,68.26
522,1688,373,1,19.1
523,1763,185,2,57.18
524,881,425,5,66.43
525,1479,236,1,43.94
526,1649,389,5,17.69
527,445,394,1,83.77
528,774,350,4,5.91
529,2432,432,1,47.47
530,1008,250,5,78.79
531,2162,324,5,76.42
532,1708,471,4,76.39
533,2376,116,2,8.48
534,2894,18,5,96.57
535,2109,121,3,52.94
536,2433,80,4,51.71
537,1248,277,4,87.2
538,2803,91,5,43.94
539,243,437,4,80.85
540,2758,443,3,82.15
541,1618,163,4,17.66
542,1929,203,3,69.31
543,368,396,5,53.43
544,2057,53,4,99.8
545,1112,256,4,59.85
546,15,440,1,23.41
547,1368,392,2,76.71
548,250,96,4,97.62
549,1627,314,2,10.54
550,513,433,4,68.01
551,1048,177,2,95.54
552,1521,488,4,26.15
553,42,314,1,99.91
554,1891,386,3,78.68
555,161,376,4,26.57
556,355,222,5,37.57
557,2652,77,3,49.17
558,1961,189,1,16.89
559,2901,286,2,50.81
560,2593,295,5,98.43
561,254,369,3,84.85
562,860,205,4,62.05
563,856,100,2,51.79
564,945,112,3,17.3
565,2183,484,3,71.23
566,653,396,5,26.93
567,573,459,2,52.24
568,724,96,3,76.34
569,852,53,1,27.14
570,940,368,4,83.33
571,2863,366,1,5.66
572,2839,300,3,18.54
573,851,129,1,24.42
574,1826,6,3,23.76
575,956,455,2,69.87
576,2590,321,5,89.29
577,2108,108,5,31.69
578,1633,325,1,17.15
579,2645,250,5,64.46
580,52,138,4,25.82
581,414,304,5,81.09
582,2629,321,3,76.51
583,2815,347,1,50.36
584,1725,293,4,56.33
585,2673,322,4,33.1
586,2892,183,3,33.73
587,2831,74,1,39.93
588,2727,357,5,80.2
589,1899,318,2,46.33
590,124,166,2,72.76
591,2578,422,4,23.83
592,2468,220,5,55.29
593,2527,105,3,73.95
594,544,270,5,25.27
595,2344,20,2,62.31
596,2514,467,5,49.53
597,2773,345,5,86.94
598,2776,109,1,70.87
599,94,122,2,13.99
600,2089,192,5,83.31
601,1723,494,3,80.8
602,331,349,1,17.14
603,48,203,4,46.27
604,2660,269,4,65.6
605,151,207,4,26.2
606,1220,254,4,49.75
607,1220,425,5,59.82
608,2179,220,2,18.52
609,2391,184,5,13.46
610,2994,1,2,55.14
611,759,159,2,86.37
612,1562,87,2,14.8
613,1444,290,4,27.99
614,2774,227,3,24.56
615,2772,213,2,61.67
616,1054,315,3,92.11
617,1184,4,2,57.85
618,1425,165,3,44.4
619,1784,399,3,23.85
620,1925,30,5,51.61
621,129,28,2,75.14
622,373,9,2,74.95
623,1916,482,2,41.12
624,1541,114,2,38.34
625,1600,337,4,24.46
626,2886,424,2,21.15
627,2989,105,3,92.22
628,1852,138,5,25.31
629,268,219,4,5.48
630,394,298,1,8.17
631,43,155,5,54.34
632,1624,369,1,76.04
633,852,500,2,44.27
634,1247,474,4,78.49
635,2285,454,5,64.66
636,810,341,4,53.84
637,2516,186,3,13.68
638,1765,408,1,79.75
639,2525,344,1,61.95
640,2031,50,4,32.8
641,2897,337,3,65.66
642,2291,56,1,32.13
643,2011,418,2,73.0
644,1715,223,5,84.36
645,1045,469,4,80.31
646,2821,492,2,56.26
647,2250,452,1,75.7
648,2915,167,2,52.61
649,2346,16,3,41.95
650,1413,471,1,57.55
651,1813,278,3,75.31
652,1813,47,5,55.22
653,2211,258,2,97.78
654,1121,126,3,38.7
655,2484,420,4,53.27
656,2536,110,5,8.85
657,647,383,3,10.49
658,982,24,5,86.75
659,2642,303,4,31.64
660,2492,488,2,30.2
661,911,153,2,39.04
662,2165,208,5,36.35
663,460,96,1,70.17
664,1593,17,2,52.92
665,261,3,5,56.86
666,859,170,3,44.86
667,1191,196,4,5.07
668,1228,301,1,25.13
669,1649,133,4,31.24
670,1763,377,5,16.64
671,336,219,1,22.69
672,475,416,3,9.21
673,974,373,5,82.53
674,1660,358,3,98.01
675,2258,404,4,72.47
676,2913,475,1,65.65
677,2617,23,1,79.84
678,1240,63,3,54.51
679,908,111,2,40.42
680,2228,213,4,5.12
681,916,264,3,34.99
682,2,393,1,20.9
683,1388,403,4,23.34
684,2125,6,1,99.19
685,128,36,2,86.28
686,1450,439,4,13.99
687,2220,48,3,58.1
688,1577,383,1,61.79
689,2489,291,5,16.01
690,1644,321,3,8.44
691,1460,173,1,59.68
692,2752,417,5,26.15
693,2361,211,5,46.61
694,2055,222,4,12.3
695,32,275,1,65.99
696,2500,486,2,61.76
697,836,363,2,76.37
698,2288,465,3,6.64
699,2876,52,5,45.14
700,630,493,5,25.9
701,576,39,2,31.55
702,1446,84,2,9.0
703,1087,22,1,94.65
704,874,245,1,93.89
705,1930,254,3,54.6
706,1429,198,2,73.05
707,1045,277,1,41.92
708,436,35,2,90.99
709,538,370,1,66.72
710,244,199,5,99.68
711,1518,483,1,45.79
712,2009,345,1,20.96
713,483,284,4,9.57
714,2635,33,5,12.78
715,498,342,2,87.03
716,2911,331,2,88.11
717,2518,433,5,92.99
718,802,31,2,35.83
719,2391,448,5,78.05
720,2379,369,2,10.66
721,618,114,1,80.12
722,2715,175,5,45.9
723,2696,353,5,71.61
724,432,434,1,88.74
725,2884,199,1,59.22
726,1658,441,5,9.6
727,1181,184,1,37.66
728,365,34,2,76.68
729,890,406,4,5.56
730,502,208,3,78.72
731,2823,456,5,78.02
732,1037,131,4,84.78
733,2217,360,1,70.72
734,2047,465,1,29.38
735,2261,431,2,30.95
736,2310,167,3,31.65
737,1444,16,4,6.1
738,2786,416,3,83.72
739,2055,18,4,83.63
740,2836,484,4,29.92
741,1632,222,5,57.96
742,2803,317,5,91.88
743,1427,293,1,51.28
744,581,312,3,12.43
745,587,341,5,67.5
746,1190,318,3,48.16
747,2665,227,4,22.02
748,781,346,5,32.33
749,1664,386,4,62.46
750,2460,413,3,23.55
751,393,201,3,52.06
752,2149,323,4,16.73
753,1203,345,4,89.56
754,1312,299,1,17.8
755,2812,199,2,62.83
756,1827,491,4,13.06
757,1599,199,2,78.03
758,2213,205,4,5.75
759,777,158,5,54.6
760,1107,414,4,88.23
761,2436,470,4,50.9
762,189,64,4,40.11
763,645,430,4,75.87
764,2801,152,1,20.02
765,1491,421,4,95.43
766,845,45,2,35.62
767,1121,92,2,37.32
768,1400,424,4,83.96
769,3,267,3,75.79
770,2141,429,5,34.35
771,1600,450,1,48.0
772,443,186,1,37.25
773,616,5,3,91.28
774,933,170,2,77.92
775,772,369,1,53.93
776,1522,471,4,6.58
777,2510,492,5,26.84
778,2720,77,2,19.2
779,2973,368,1,5.63
780,349,453,2,92.53
781,2371,139,3,89.47
782,927,372,1,80.32
783,1136,466,1,31.7
784,127,414,5,92.99
785,1989,263,2,30.2
786,807,349,4,88.22
787,1974,303,5,19.36
788,1245,24,2,14.18
789,471,219,5,18.99
790,380,112,4,64.16
791,2318,444,5,12.68
792,447,335,1,96.21
793,2790,291,4,19.31
794,1273,84,4,37.66
795,1898,266,5,76.71
796,1783,416,2,69.53
797,1482,259,4,47.91
798,1157,398,3,87.35
799,1709,110,3,52.72
800,2184,74,2,76.15
801,2024,422,2,34.88
802,1211,383,2,17.18
803,1319,104,3,16.09
804,1909,497,5,69.56
805,765,284,1,36.46
806,1023,129,3,39.72
807,2270,377,5,22.74
808,1933,82,1,98.77
809,1808,204,4,46.34
810,1552,363,1,55.57
811,2214,280,4,33.43
812,2895,357,5,47.44
813,2962,341,2,10.28
814,1936,161,2,11.86
815,882,367,4,57.77
816,2475,98,1,40.28
817,2906,70,4,17.2
818,2690,336,1,50.67
819,1211,365,1,29.41
820,1079,113,1,65.38
821,499,8,4,12.75
822,1173,183,2,61.13
823,2448,196,3,38.49
824,1890,160,3,93.5
825,875,36,5,80.59
826,1962,50,1,69.93
827,1485,117,2,82.78
828,1134,403,5,93.62
829,675,319,4,84.99
830,1915,15,1,7.39
831,188,383,2,80.22
832,1240,116,3,33.65
833,2457,255,3,75.19
834,2224,359,3,82.3
835,2937,212,1,74.7
836,2145,260,1,84.6
837,1951,263,4,10.1
838,2911,477,2,15.98
839,2346,303,2,52.42
840,1046,112,4,46.52
841,900,264,2,51.65
842,1182,299,1,95.49
843,863,110,1,20.22
844,763,118,5,35.54
845,2281,21,4,6.31
846,1846,106,1,98.15
847,2998,483,5,25.74
848,1624,285,4,34.42
849,1932,371,4,29.3
850,1881,10,2,43.26
851,1684,441,3,43.21
852,16,345,4,40.87
853,2938,72,2,86.21
854,2252,437,2,16.41
855,742,404,5,17.07
856,2380,425,2,86.58
857,2063,213,5,20.68
858,2276,405,3,77.44
859,548,219,3,72.29
860,883,307,2,23.77
861,46,465,3,73.58
862,1476,330,5,99.84
863,1765,292,2,67.91
864,151,461,4,43.08
865,1627,17,3,56.59
866,949,49,2,24.23
867,2677,469,3,24.53
868,1393,267,3,59.94
869,2304,47,1,96.83
870,2695,159,4,38.39
871,631,496,3,22.22
872,120,447,4,76.19
873,1916,286,1,50.01
874,2899,10,3,58.12
875,2974,481,2,79.98
876,1034,321,5,14.01
877,2824,211,3,60.04
878,1481,378,5,81.62
879,2908,191,5,93.54
880,684,38,5,28.44
881,2351,387,2,92.53
882,855,391,4,23.38
883,2824,202,3,59.74
884,727,251,4,48.82
885,2129,253,4,51.37
886,2327,108,3,79.89
887,1742,37,2,84.18
888,1265,46,4,29.4
889,2440,38,5,37.87
890,2275,13,5,66.97
891,1220,92,4,79.73
892,534,99,2,62.74
893,54,348,4,85.7
894,471,187,1,8.15
895,308,42,2,62.93
896,1370,158,5,96.87
897,1261,145,2,76.19
898,1691,498,3,52.44
899,641,389,1,29.85
900,2397,310,1,13.27
901,2975,269,4,14.24
902,1575,398,3,83.42
903,2884,311,1,34.63
904,2576,410,5,59.22
905,367,176,4,26.3
906,2710,473,1,41.23
907,2512,481,5,41.18
908,2730,119,4,47.95
909,150,300,4,16.23
910,743,390,2,48.52
911,1771,157,2,69.09
912,235,187,5,80.85
913,2325,290,4,98.19
914,1094,467,3,63.94
915,1921,54,3,39.38
916,2794,228,5,23.57
917,2003,240,1,16.26
918,2791,172,3,69.39
919,393,427,4,69.21
920,843,321,2,74.36
921,1695,3,5,45.28
922,1394,209,5,57.42
923,2196,445,5,44.91
924,258,18,5,37.59
925,2478,243,2,94.47
926,2052,194,4,86.89
927,2422,151,2,95.14
928,797,438,4,31.01
929,2033,27,2,41.35
930,616,251,4,84.77
931,2695,218,3,61.48
932,1081,377,3,54.23
933,2687,380,4,41.58
934,1063,420,5,65.14
935,1813,382,1,38.14
936,2574,415,2,31.13
937,1816,465,3,87.04
938,2654,19,2,29.05
939,1494,124,4,52.04
940,2460,332,1,58.12
941,1118,348,5,63.06
942,1290,450,2,65.96
943,1060,171,1,27.52
944,1432,144,5,87.36
945,134,396,4,54.87
946,1535,118,5,25.51
947,2988,274,3,92.87
948,2378,97,2,73.55
949,496,127,4,62.08
950,1241,500,5,9.08
951,1134,416,1,50.1
952,1879,108,1,96.92
953,1126,45,3,5.12
954,1583,112,2,82.03
955,2894,132,1,34.85
956,188,411,2,43.72
957,2116,118,5,47.94
958,2382,222,2,24.2
959,1194,474,4,49.39
960,2654,219,3,70.71
961,1615,443,4,75.83
962,1015,112,2,90.83
963,806,421,5,63.84
964,1084,58,3,61.49
965,220,363,5,31.95
966,286,28,1,7.01
967,2574,251,4,9.27
968,2185,57,5,36.15
969,1605,154,5,29.93
970,1891,244,5,65.22
971,829,266,2,99.61
972,89,219,1,30.04
973,881,456,3,47.48
974,2685,191,3,72.05
975,1938,271,5,24.99
976,1399,12,3,68.52
977,2627,352,2,43.94
978,761,390,4,7.75
979,1653,441,5,49.69
980,1773,388,4,10.74
981,349,326,5,69.62
982,491,483,2,61.97
983,980,453,4,92.63
984,895,292,1,17.1
985,2016,237,3,39.57
986,2641,302,5,96.71
987,2754,53,2,91.38
988,1018,256,4,93.84
989,1827,5,3,92.08
990,2069,399,1,51.48
991,271,389,1,64.66
992,1657,433,3,16.32
993,123,420,4,30.4
994,2032,19,4,55.13
995,2204,349,3,46.93
996,2994,138,5,97.05
997,44,117,3,54.17
998,1439,237,2,46.12
999,1346,338,3,70.56
1000,30,445,3,88.38
1001,2541,67,4,22.55
1002,237,315,1,22.97
1003,1851,284,5,28.26
1004,2717,403,4,81.34
1005,1050,126,1,45.66
1006,2127,167,5,52.74
1007,1094,486,3,99.42
1008,171,283,5,67.6
1009,1293,381,5,25.48
1010,819,96,1,48.81
1011,1523,224,1,85.25
1012,1402,80,4,63.83
1013,222,64,3,20.1
1014,2659,20,2,62.67
1015,2450,338,5,43.21
1016,803,113,1,96.14
1017,677,467,2,39.03
1018,1637,181,3,97.06
1019,1003,16,4,61.74
1020,2430,61,3,31.14
1021,247,412,2,69.85
1022,854,474,2,7.45
1023,598,444,5,38.94
1024,383,286,3,5.42
1025,1197,66,2,12.45
1026,2178,72,1,77.02
1027,2838,438,4,93.66
1028,518,414,1,33.59
1029,510,401,1,58.83
1030,230,466,3,33.25
1031,1180,363,4,25.66
1032,2115,184,4,76.87
1033,1989,308,4,89.07
1034,2404,416,5,94.41
1035,616,139,3,65.62
1036,1342,122,5,83.84
1037,1535,440,1,55.9
1038,1991,75,2,77.65
1039,566,224,3,85.94
1040,2404,182,1,52.92
1041,757,446,3,39.69
1042,1913,352,4,78.53
1043,2155,339,1,36.97
1044,1387,303,1,28.15
1045,2103,64,5,45.21
1046,2977,437,5,36.19
1047,1243,135,5,48.08
1048,424,346,3,6.41
1049,2903,391,3,53.69
1050,1154,300,1,89.05
1051,1333,378,1,53.49
1052,558,336,3,32.37
1053,2916,149,1,27.55
1054,1362,14,4,93.61
1055,1692,305,3,37.93
1056,1444,308,2,39.99
1057,1363,261,5,12.39
1058,254,260,2,68.08
1059,1830,225,3,33.5
1060,1852,322,4,93.71
1061,1113,191,5,88.02
1062,1516,146,1,16.99
1063,2107,230,2,85.89
1064,2404,416,2,50.84
1065,1925,316,1,6.62
1066,255,364,3,88.05
1067,1492,308,3,57.0
1068,1272,292,4,48.88
1069,1087,473,1,46.46
1070,544,102,5,37.39
1071,1728,338,4,16.15
1072,1352,187,5,25.99
1073,123,477,2,78.77
1074,1766,229,3,64.29
1075,86,193,3,16.77
1076,635,467,2,51.63
1077,2784,248,4,39.24
1078,258,483,3,82.62
1079,464,356,2,31.25
1080,2034,465,1,10.31
1081,1159,492,3,36.96
1082,986,405,3,38.55
1083,2550,494,3,89.33
1084,1490,473,4,81.13
1085,504,218,5,95.85
1086,2718,110,2,40.44
1087,2696,248,4,44.4
1088,222,287,5,38.83
1089,32,155,5,13.71
1090,2060,214,1,32.9
1091,326,243,1,40.2
