session_id,campaign_id,customer_id,date,landing_page
206,15,979,2023-03-12,Promo
207,3,382,2023-03-24,Category
208,13,410,2023-02-04,Search
209,13,707,2023-03-27,Search
210,6,116,2023-04-21,Product
211,2,966,2023-06-24,Product
212,19,495,2023-01-14,Promo
213,6,626,2023-06-15,Search
214,1,884,2023-03-20,Product
215,4,909,2023-04-16,Search
216,3,268,2023-04-02,Category
217,17,786,2023-01-23,Promo
218,8,979,2023-06-19,Category
219,20,98,2023-05-17,Search
220,8,494,2023-06-24,Category
221,13,153,2023-06-22,Promo
222,1,659,2023-05-02,Product
223,16,873,2023-05-28,Search
224,16,329,2023-02-03,Product
225,2,520,2023-03-09,Product
226,13,413,2023-05-21,Product
227,15,821,2023-01-15,Promo
228,16,458,2023-04-03,Category
229,1,106,2023-01-16,Search
230,18,563,2023-04-02,Home
231,20,987,2023-01-26,Promo
232,17,576,2023-06-10,Product
233,15,974,2023-06-22,Category
234,2,837,2023-03-27,Product
235,18,786,2023-04-11,Promo
236,12,734,2023-05-16,Search
237,8,3,2023-01-04,Category
238,10,561,2023-03-27,Promo
239,4,47,2023-03-23,Product
240,14,110,2023-04-05,Category
241,7,124,2023-05-07,Search
242,7,734,2023-02-15,Category
243,14,48,2023-01-25,Promo
244,15,469,2023-01-25,Promo
245,16,5,2023-05-05,Promo
246,18,958,2023-06-02,Search
247,17,800,2023-05-16,Product
248,6,749,2023-06-19,Product
249,20,621,2023-01-13,Category
250,14,624,2023-05-13,Product
251,11,994,2023-03-13,Category
252,5,142,2023-04-26,Search
253,17,307,2023-05-23,Promo
254,18,648,2023-03-23,Product
255,20,732,2023-02-07,Category
256,5,728,2023-06-12,Product
257,11,728,2023-05-18,Home
258,16,597,2023-03-18,Promo
259,14,691,2023-06-23,Promo
260,14,828,2023-03-28,Home
261,1,391,2023-05-04,Product
262,2,205,2023-01-22,Category
263,9,150,2023-02-10,Home
264,10,209,2023-06-26,Promo
265,15,105,2023-01-12,Promo
266,18,886,2023-06-24,Product
267,18,399,2023-06-21,Product
268,10,710,2023-05-26,Home
269,14,980,2023-04-13,Category
270,1,762,2023-05-02,Category
271,15,850,2023-02-20,Product
272,12,774,2023-06-23,Promo
273,20,202,2023-05-24,Product
274,6,700,2023-03-15,Home
275,17,123,2023-02-06,Search
276,9,570,2023-01-14,Category
277,19,867,2023-02-06,Category
278,15,727,2023-01-11,Product
279,11,612,2023-01-05,Home
280,10,503,2023-06-20,Promo
281,3,803,2023-05-12,Category
282,6,534,2023-05-08,Home
283,14,557,2023-05-06,Promo
284,12,227,2023-04-03,Product
285,11,370,2023-06-11,Category
286,20,544,2023-02-25,Search
287,1,118,2023-05-27,Category
288,20,941,2023-04-08,Promo
289,11,391,2023-02-02,Home
290,18,742,2023-04-09,Category
291,12,527,2023-01-17,Promo
292,2,304,2023-04-16,Product
293,3,971,2023-03-17,Home
294,18,547,2023-02-25,Home
295,7,687,2023-06-03,Product
296,4,211,2023-06-14,Promo
297,14,663,2023-06-24,Home
298,5,25,2023-06-22,Search
299,2,90,2023-06-11,Home
300,9,572,2023-01-06,Home
301,8,933,2023-05-27,Category
302,15,646,2023-04-13,Search
303,1,399,2023-04-11,Home
304,20,65,2023-05-01,Promo
305,3,367,2023-01-23,Promo
306,10,622,2023-01-10,Home
307,15,391,2023-03-25,Search
308,16,161,2023-06-01,Promo
309,13,816,2023-02-05,Promo
310,5,306,2023-03-21,Category
311,18,145,2023-01-18,Home
312,19,611,2023-01-01,Search
313,3,313,2023-05-18,Product
314,12,217,2023-06-24,Search
315,17,146,2023-06-28,Product
316,20,855,2023-02-08,Category
317,6,688,2023-02-04,Promo
318,18,473,2023-01-28,Promo
319,3,257,2023-01-10,Home
320,19,499,2023-02-24,Category
321,8,103,2023-03-05,Category
322,7,326,2023-05-03,Search
323,20,676,2023-04-11,Category
324,5,580,2023-06-19,Promo
325,11,982,2023-03-26,Search
326,11,253,2023-02-01,Product
327,14,284,2023-06-24,Category
328,11,899,2023-02-22,Search
329,12,794,2023-04-15,Category
330,4,180,2023-04-18,Promo
331,9,880,2023-01-27,Product
332,9,752,2023-05-07,Home
333,1,870,2023-06-03,Promo
334,19,593,2023-06-01,Search
335,2,565,2023-05-07,Category
336,16,670,2023-05-18,Product
337,8,913,2023-03-13,Promo
338,10,138,2023-06-28,Search
339,3,407,2023-05-17,Category
340,8,869,2023-05-01,Promo
341,17,144,2023-06-06,Search
342,19,972,2023-02-06,Promo
343,5,754,2023-06-28,Search
344,8,780,2023-03-02,Search
345,9,379,2023-02-03,Product
346,7,531,2023-01-22,Category
347,15,903,2023-04-16,Home
348,11,106,2023-01-21,Promo
349,9,855,2023-06-27,Category
350,19,179,2023-05-18,Search
351,12,602,2023-06-13,Home
352,13,997,2023-05-09,Product
353,12,837,2023-05-13,Category
354,16,909,2023-04-26,Promo
355,5,451,2023-01-17,Product
356,17,659,2023-02-03,Category
357,6,162,2023-02-05,Category
358,4,677,2023-05-23,Product
359,11,738,2023-04-26,Home
360,16,491,2023-04-22,Product
361,14,23,2023-05-06,Product
362,19,607,2023-01-05,Product
363,17,41,2023-02-21,Promo
364,6,265,2023-02-02,Product
365,20,993,2023-05-13,Promo
366,10,970,2023-06-01,Home
367,20,483,2023-02-15,Search
368,14,616,2023-02-08,Product
369,6,639,2023-05-27,Promo
370,11,945,2023-03-06,Search
371,3,236,2023-05-19,Search
372,4,17,2023-04-05,Product
373,17,701,2023-05-28,Search
374,4,182,2023-02-20,Search
375,2,899,2023-05-20,Promo
376,4,96,2023-05-25,Search
377,20,553,2023-06-05,Home
378,14,535,2023-06-21,Search
379,2,715,2023-03-28,Promo
380,16,809,2023-04-08,Search
381,19,101,2023-03-19,Search
382,16,785,2023-02-09,Product
383,20,898,2023-01-10,Promo
384,7,6,2023-04-09,Home
385,4,533,2023-05-17,Home
386,7,705,2023-04-21,Category
387,4,159,2023-04-12,Search
388,9,268,2023-06-19,Promo
389,12,627,2023-04-19,Category
390,7,424,2023-06-13,Promo
391,6,380,2023-05-16,Promo
392,9,315,2023-05-16,Promo
393,13,754,2023-03-25,Product
394,8,458,2023-06-04,Product
395,17,411,2023-01-07,Category
396,2,165,2023-05-20,Search
397,3,844,2023-06-01,Product
398,14,91,2023-04-20,Home
399,12,82,2023-03-08,Promo
400,13,954,2023-01-24,Search
401,17,294,2023-05-21,Promo
402,6,656,2023-01-25,Search
403,7,871,2023-04-01,Promo
404,2,803,2023-03-07,Promo
405,8,630,2023-05-17,Product
406,12,245,2023-06-02,Home
407,9,799,2023-02-03,Search
408,13,416,2023-03-22,Promo
409,1,755,2023-02-17,Home
410,10,744,2023-01-18,Promo
411,12,987,2023-05-12,Category
412,7,466,2023-02-20,Search
413,9,180,2023-05-01,Search
414,18,75,2023-05-04,Promo
415,4,823,2023-03-11,Promo
416,19,257,2023-03-18,Search
417,16,789,2023-04-19,Product
418,15,698,2023-03-25,Search
419,1,494,2023-05-28,Home
420,13,649,2023-03-03,Product
421,8,820,2023-06-23,Category
422,17,549,2023-04-12,Home
423,9,255,2023-06-27,Category
424,11,78,2023-01-13,Promo
425,11,363,2023-02-16,Product
426,6,970,2023-05-09,Product
427,7,241,2023-04-24,Product
428,8,208,2023-03-07,Product
429,5,798,2023-05-12,Home
430,16,629,2023-01-03,Home
431,16,381,2023-05-02,Promo
432,19,890,2023-03-16,Category
433,17,287,2023-04-06,Search
434,19,132,2023-02-25,Home
435,14,490,2023-05-26,Promo
436,12,404,2023-01-17,Product
437,17,472,2023-04-04,Category
438,1,691,2023-06-01,Product
439,4,334,2023-04-19,Category
440,9,192,2023-05-28,Promo
441,9,483,2023-03-08,Promo
442,6,511,2023-03-12,Search
443,12,374,2023-02-14,Search
444,6,586,2023-03-15,Product
445,8,834,2023-05-22,Home
446,8,569,2023-06-09,Search
447,5,820,2023-04-07,Product
448,1,181,2023-04-26,Search
449,17,547,2023-04-05,Category
450,9,576,2023-04-10,Promo
451,4,708,2023-01-13,Product
452,9,488,2023-01-07,Home
453,11,267,2023-04-24,Category
454,18,955,2023-03-18,Category
455,14,125,2023-03-01,Category
456,7,591,2023-06-20,Promo
457,18,179,2023-06-21,Category
458,17,500,2023-03-11,Search
459,20,294,2023-01-13,Search
460,6,656,2023-06-05,Category
461,20,586,2023-04-21,Search
462,6,352,2023-01-03,Product
463,10,728,2023-03-11,Category
464,13,278,2023-05-21,Search
465,19,534,2023-03-24,Search
466,6,875,2023-04-06,Home
467,8,678,2023-02-24,Category
468,3,216,2023-06-23,Product
469,4,66,2023-04-04,Search
470,1,790,2023-05-02,Search
471,3,107,2023-05-25,Category
472,3,671,2023-05-05,Search
473,8,756,2023-03-08,Category
474,5,135,2023-04-21,Promo
475,2,680,2023-02-01,Category
476,16,479,2023-03-28,Promo
477,15,139,2023-03-18,Promo
478,20,468,2023-02-19,Promo
479,18,318,2023-04-17,Category
480,8,825,2023-04-18,Home
481,12,423,2023-04-10,Category
482,1,1,2023-02-10,Promo
483,10,481,2023-02-12,Promo
484,16,970,2023-01-23,Search
485,14,818,2023-03-01,Category
486,1,562,2023-05-08,Category
487,18,448,2023-02-14,Search
488,13,849,2023-02-06,Search
489,3,433,2023-02-09,Product
490,20,827,2023-05-25,Category
491,18,829,2023-03-21,Category
492,3,187,2023-04-07,Product
493,15,633,2023-03-04,Search
494,20,504,2023-03-23,Product
495,5,51,2023-03-01,Promo
496,4,289,2023-01-06,Category
497,15,745,2023-02-23,Home
498,5,16,2023-02-03,Search
499,14,320,2023-02-11,Search
500,2,339,2023-03-15,Home
501,9,795,2023-02-02,Search
502,16,186,2023-01-18,Product
503,13,849,2023-03-27,Home
504,8,395,2023-01-25,Search
505,2,204,2023-02-24,Search
506,4,534,2023-06-25,Product
507,10,959,2023-04-13,Category
508,2,763,2023-02-21,Promo
509,9,493,2023-05-04,Category
510,2,885,2023-02-12,Product
511,14,333,2023-01-08,Home
512,9,599,2023-02-26,Home
513,8,10,2023-04-26,Home
514,16,705,2023-05-26,Promo
515,3,255,2023-02-12,Product
516,20,347,2023-04-03,Home
517,5,719,2023-01-12,Promo
518,16,239,2023-01-05,Category
519,12,825,2023-05-26,Search
520,1,706,2023-06-07,Search
521,5,257,2023-03-24,Home
522,15,573,2023-04-23,Category
523,16,195,2023-05-23,Promo
524,12,332,2023-02-18,Search
525,20,937,2023-03-28,Promo
526,17,159,2023-02-03,Search
527,9,555,2023-03-27,Category
528,17,389,2023-04-01,Product
529,12,795,2023-01-20,Promo
530,3,675,2023-02-11,Promo
531,17,700,2023-04-07,Search
532,20,290,2023-05-05,Category
533,11,114,2023-04-21,Home
534,3,45,2023-05-22,Product
535,2,207,2023-02-28,Home
536,4,33,2023-04-07,Promo
537,13,674,2023-06-27,Search
538,19,263,2023-05-20,Home
539,20,736,2023-03-08,Home
540,16,951,2023-01-07,Home
541,2,370,2023-04-26,Promo
542,12,814,2023-06-14,Home
543,17,42,2023-05-09,Home
544,7,984,2023-03-03,Promo
545,8,545,2023-01-04,Search
546,17,673,2023-02-07,Product
547,6,572,2023-05-21,Promo
548,4,785,2023-04-24,Promo
549,15,720,2023-03-22,Search
550,6,564,2023-01-06,Search
551,6,547,2023-05-11,Promo
552,11,564,2023-04-12,Category
553,14,846,2023-03-14,Category
554,19,559,2023-05-08,Product
555,18,949,2023-04-25,Category
556,15,983,2023-03-15,Search
557,2,292,2023-01-24,Promo
558,5,912,2023-01-17,Category
559,8,220,2023-01-10,Category
560,9,942,2023-01-25,Promo
561,19,949,2023-05-18,Promo
562,2,472,2023-02-04,Category
563,9,376,2023-02-05,Promo
564,9,831,2023-02-08,Category
565,13,583,2023-01-19,Product
566,11,812,2023-06-03,Search
567,19,840,2023-02-16,Home
568,10,39,2023-05-21,Promo
569,2,944,2023-04-03,Category
570,14,427,2023-03-27,Home
571,20,951,2023-02-24,Home
572,13,56,2023-06-25,Category
573,11,553,2023-05-02,Promo
574,17,715,2023-02-11,Product
575,13,995,2023-02-02,Search
576,17,93,2023-05-19,Product
577,13,152,2023-04-10,Product
578,16,586,2023-03-03,Home
579,9,88,2023-05-13,Search
580,5,781,2023-05-14,Product
581,7,500,2023-04-18,Search
582,7,575,2023-06-19,Promo
583,8,249,2023-06-17,Home
584,14,332,2023-03-25,Promo
585,14,434,2023-01-04,Category
586,11,353,2023-03-07,Promo
587,10,174,2023-06-01,Category
588,15,639,2023-05-27,Product
589,8,205,2023-04-02,Category
590,3,116,2023-02-25,Home
591,5,890,2023-02-20,Category
592,4,313,2023-01-11,Search
593,11,215,2023-04-01,Promo
594,18,536,2023-02-07,Category
595,20,748,2023-05-16,Product
596,1,386,2023-06-23,Promo
597,2,262,2023-06-17,Product
598,7,809,2023-01-10,Promo
599,15,671,2023-03-02,Home
600,9,679,2023-01-13,Category
601,10,889,2023-01-01,Search
602,17,727,2023-02-13,Home
603,20,545,2023-03-16,Home
604,17,990,2023-02-07,Search
605,1,41,2023-05-23,Product
606,11,502,2023-05-10,Search
607,1,356,2023-06-06,Category
608,10,242,2023-03-21,Promo
609,2,641,2023-03-26,Category
610,1,967,2023-04-27,Promo
611,5,350,2023-03-08,Search
612,3,748,2023-06-05,Search
613,20,894,2023-05-22,Product
614,19,157,2023-04-08,Search
615,11,460,2023-03-20,Promo
616,5,595,2023-02-07,Promo
617,7,884,2023-06-26,Product
618,17,932,2023-03-23,Product
619,5,672,2023-04-25,Promo
620,3,571,2023-02-11,Promo
621,6,326,2023-06-04,Product
622,11,902,2023-06-01,Search
623,15,764,2023-04-10,Category
624,7,110,2023-02-25,Product
625,20,632,2023-02-01,Category
626,20,237,2023-05-19,Promo
627,1,368,2023-02-08,Home
628,16,138,2023-06-25,Promo
629,12,189,2023-05-16,Search
630,5,168,2023-04-16,Product
631,14,783,2023-02-02,Home
632,8,761,2023-03-14,Product
633,6,950,2023-02-03,Search
634,11,888,2023-05-16,Search
635,13,795,2023-02-14,Home
636,13,738,2023-05-24,Category
637,19,609,2023-04-20,Promo
638,2,534,2023-05-21,Home
639,2,899,2023-04-15,Product
640,13,753,2023-05-18,Home
641,17,784,2023-05-13,Home
642,15,408,2023-02-10,Category
643,6,433,2023-03-15,Category
644,17,926,2023-05-02,Product
645,15,93,2023-04-27,Promo
646,19,961,2023-01-06,Promo
647,14,332,2023-02-13,Search
648,15,605,2023-01-06,Product
649,9,332,2023-04-03,Product
650,4,94,2023-06-24,Home
651,12,88,2023-06-15,Promo
652,17,627,2023-06-13,Product
653,13,45,2023-04-18,Product
654,5,167,2023-03-19,Product
655,2,430,2023-02-25,Category
656,15,296,2023-03-24,Product
657,7,4,2023-01-05,Promo
658,15,510,2023-03-01,Search
659,1,623,2023-05-26,Search
660,19,676,2023-02-07,Search
661,15,82,2023-04-14,Promo
662,8,904,2023-05-01,Promo
663,18,840,2023-03-20,Product
664,5,57,2023-01-06,Category
665,2,684,2023-01-05,Promo
666,11,943,2023-05-10,Home
667,14,183,2023-01-04,Product
668,20,677,2023-06-10,Promo
669,18,182,2023-05-26,Search
670,12,954,2023-06-19,Home
671,10,331,2023-01-25,Category
672,3,777,2023-04-27,Search
673,10,483,2023-05-03,Product
674,9,338,2023-01-23,Promo
675,7,713,2023-04-17,Product
676,4,586,2023-05-02,Promo
677,20,957,2023-01-16,Category
678,11,266,2023-04-20,Promo
679,12,950,2023-05-20,Product
680,16,533,2023-05-19,Search
681,6,905,2023-04-26,Promo
682,10,199,2023-02-23,Home
683,15,641,2023-01-01,Home
684,7,819,2023-06-28,Promo
685,2,342,2023-04-14,Category
686,7,12,2023-05-26,Product
687,9,810,2023-06-10,Home
688,17,564,2023-03-10,Category
689,11,350,2023-01-04,Search
690,20,984,2023-06-19,Home
691,11,854,2023-02-07,Category
692,16,817,2023-06-16,Home
693,16,160,2023-06-05,Search
694,15,803,2023-05-11,Search
695,17,307,2023-06-02,Promo
696,11,569,2023-06-22,Promo
697,19,702,2023-01-07,Category
698,5,288,2023-03-03,Home
699,18,863,2023-03-13,Product
700,13,192,2023-05-20,Promo
701,10,723,2023-01-28,Category
702,9,424,2023-06-02,Home
703,12,463,2023-04-08,Category
704,10,180,2023-02-17,Home
705,2,797,2023-03-26,Product
706,17,26,2023-01-15,Search
707,7,349,2023-05-05,Search
708,17,318,2023-06-28,Category
709,4,842,2023-02-25,Promo
710,7,742,2023-06-05,Home
711,17,119,2023-04-13,Home
712,20,893,2023-03-02,Home
713,2,106,2023-03-15,Promo
714,10,24,2023-06-24,Promo
715,7,329,2023-03-21,Product
716,9,546,2023-02-10,Category
717,4,280,2023-04-22,Product
718,4,16,2023-02-09,Promo
719,4,212,2023-05-17,Promo
720,11,278,2023-03-18,Product
721,10,588,2023-06-26,Product
722,10,628,2023-02-03,Category
723,2,134,2023-05-15,Home
724,2,109,2023-04-22,Search
725,14,402,2023-01-03,Product
726,19,645,2023-06-20,Search
727,10,341,2023-05-12,Product
728,18,81,2023-06-25,Search
729,3,833,2023-05-05,Search
730,10,701,2023-01-15,Search
731,8,148,2023-04-08,Promo
732,13,188,2023-03-12,Category
733,16,31,2023-03-15,Home
734,12,491,2023-04-04,Search
735,12,619,2023-02-10,Promo
736,4,416,2023-02-17,Home
737,3,812,2023-03-18,Category
738,13,605,2023-05-15,Search
739,8,562,2023-02-20,Product
740,3,349,2023-04-13,Product
741,14,804,2023-06-19,Search
742,11,558,2023-05-26,Product
743,3,758,2023-02-22,Promo
744,19,611,2023-04-04,Search
745,4,842,2023-03-18,Search
746,13,72,2023-02-10,Promo
747,20,790,2023-01-22,Search
748,2,93,2023-03-16,Product
749,1,776,2023-02-19,Product
750,15,545,2023-06-05,Category
751,19,458,2023-04-20,Product
752,11,307,2023-02-22,Promo
753,14,736,2023-06-10,Category
754,1,627,2023-01-19,Promo
755,5,873,2023-04-28,Category
756,18,992,2023-01-12,Home
757,18,841,2023-01-23,Category
758,10,887,2023-01-28,Home
759,19,404,2023-02-14,Category
760,13,391,2023-06-13,Search
761,6,487,2023-05-07,Product
762,13,864,2023-02-18,Category
763,10,894,2023-04-05,Product
764,3,664,2023-02-01,Home
765,16,674,2023-02-24,Search
766,5,658,2023-02-03,Search
767,20,953,2023-04-26,Search
768,15,522,2023-05-06,Search
769,15,394,2023-05-27,Category
770,14,620,2023-02-06,Home
771,8,730,2023-05-16,Promo
772,18,591,2023-03-14,Category
773,19,495,2023-01-02,Category
774,16,985,2023-01-19,Home
775,17,880,2023-02-24,Category
776,3,536,2023-04-17,Promo
777,16,646,2023-01-08,Home
778,18,818,2023-06-21,Promo
779,2,926,2023-03-20,Category
780,1,481,2023-05-25,Search
781,19,752,2023-05-16,Category
782,10,297,2023-04-12,Product
783,20,768,2023-01-23,Category
784,19,267,2023-06-26,Home
785,19,174,2023-06-16,Promo
786,10,829,2023-01-22,Promo
787,16,85,2023-01-10,Product
788,9,259,2023-05-03,Product
789,9,879,2023-05-09,Category
790,4,619,2023-01-24,Product
791,5,675,2023-05-24,Search
792,6,268,2023-03-26,Product
793,17,883,2023-04-06,Home
794,5,610,2023-03-03,Product
795,14,789,2023-04-25,Search
796,15,744,2023-02-22,Product
797,12,56,2023-02-19,Category
798,6,476,2023-01-02,Search
799,16,765,2023-04-10,Promo
800,13,486,2023-02-13,Category
801,14,13,2023-02-17,Category
802,11,985,2023-04-13,Promo
803,4,940,2023-06-02,Promo
804,14,626,2023-06-12,Category
805,9,822,2023-03-09,Home
806,19,401,2023-03-21,Search
807,8,752,2023-06-24,Promo
808,11,694,2023-02-17,Product
809,1,689,2023-03-18,Home
810,14,101,2023-01-01,Promo
811,15,360,2023-01-22,Product
812,9,198,2023-06-10,Home
813,3,59,2023-01-20,Promo
814,7,974,2023-06-27,Promo
815,4,89,2023-06-04,Promo
816,19,823,2023-02-13,Product
817,6,260,2023-01-23,Category
818,3,655,2023-04-22,Search
819,14,709,2023-03-25,Category
820,3,284,2023-03-06,Home
821,11,62,2023-04-13,Category
822,15,72,2023-03-06,Search
823,13,183,2023-02-20,Search
824,18,788,2023-01-05,Search
825,4,935,2023-02-20,Search
826,4,36,2023-06-09,Home
827,9,796,2023-01-19,Search
828,5,669,2023-01-16,Home
829,13,273,2023-01-22,Product
830,13,589,2023-06-11,Home
831,16,490,2023-05-23,Search
832,3,554,2023-04-28,Product
833,16,125,2023-01-13,Promo
834,11,699,2023-05-12,Category
835,3,375,2023-04-02,Promo
836,15,779,2023-03-03,Category
837,6,568,2023-06-07,Home
838,7,307,2023-04-22,Search
839,12,499,2023-01-21,Home
840,7,144,2023-06-15,Home
841,19,245,2023-02-01,Search
842,18,659,2023-04-03,Category
843,15,990,2023-04-18,Home
844,2,346,2023-01-11,Home
845,7,827,2023-04-04,Promo
846,18,153,2023-04-22,Promo
847,2,754,2023-02-03,Product
848,1,483,2023-04-21,Promo
849,5,15,2023-01-08,Product
850,10,841,2023-06-02,Home
851,6,856,2023-04-20,Promo
852,4,117,2023-01-27,Search
853,20,226,2023-05-26,Home
854,11,831,2023-02-14,Search
855,19,559,2023-03-04,Product
856,7,783,2023-03-27,Home
857,11,65,2023-05-06,Home
858,14,173,2023-03-05,Category
859,15,250,2023-05-06,Promo
860,4,811,2023-01-05,Promo
